mpn;gender;contact_material;contact_plating;color;housing_color;housing_material;mounting_style;number_of_contacts;number_of_positions;number_of_rows;orientation;pin_pitch;material;size_diameter;size_length;size_height;size_width
61082-142402LF;Female;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.0068
MEC1-170-02-S-D-A;Female;Beryllium Copper;Gold;Black;Black;Plastic;Surface Mount;140;140;2;;0.0009906;;;0.07454;0.00889;0.00699
10016537-101LF;Female;Copper Alloy;Gold over Nickel;;;;Through Hole;150;150;10;;0.002;;;0.0239;0.0107;0.0199
10034475-101LF;Female;Copper Alloy;Gold;;;;Through Hole;150;150;10;;0.002;;;0.0199;0.01945;0.0343
10035146-101LF;Female;;Gold;;;;Through Hole;150;150;10;;0.003;;;0.0239;0.0107;0.0299
10025613-101LF;Male;Copper Alloy;Gold over Nickel;;;;Through Hole;150;150;10;;0.002;;;0.0219;0.01985;0.038
5650405-5;Female;Copper Alloy;Tin;Gray;Gray;Polyester;Through Hole;150;150;3;Vertical;0.00254;;;0.1397;0.0115;0.01049
532433-7;Male;Phosphor Bronze;Tin;Black;Brown;Plastic;Through Hole;150;150;3;Vertical;0.00254;;;0.14605;0.011735;0.012192
533268-6;Female;Copper Alloy;Tin;Natural;Brown;Plastic;Through Hole;135;135;3;Right Angle;0.00254;;;0.13335;0.009144;0.01839
533268-7;Female;Copper Alloy;Tin Lead;Natural;Brown;Plastic;Through Hole;150;150;3;Right Angle;0.00254;;;0.14605;0.009144;0.01839
61083-141402LF;Male;Brass;Gold over Nickel;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0047;0.006
1-532430-4;Male;Phosphor Bronze;Tin;Natural;Brown;Plastic;Through Hole;150;150;2;Vertical;0.00254;;;0.20955;0.011735;0.009652
5650875-5;Female;Copper Alloy;Tin;Gray;Gray;Plastic;Through Hole;150;150;3;Right Angle;0.00254;;;0.139598;0.01049;0.01758
SOLC-135-02-S-Q;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;140;140;4;;0.00127;;;0.04496;0.00406;0.00635
61082-141400LF;Female;Copper Alloy;Gold over Nickel;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
61082-143400LF;Female;Copper;Gold over Nickel;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0117;0.0068
0736441017;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Through Hole;144;144;6;Vertical;0.002;;;0.0556;0.01355;0.0158
61082-142400LF;Female;Copper;Gold over Nickel;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.0068
0736421000;Male;Phosphor Bronze;Gold;;Black;Plastic;Through Hole;144;144;6;Vertical;0.002;;;0.04784;0.0117;0.0158
5120638-1;Male;Phosphor Bronze;Tin;;Gray;Polyester;Through Hole;144;144;12;Vertical;0.002;;;0.0239;0.01345;0.0235
FX10A-140P/14-SV(91);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
650911-5;Male;Brass;Tin Lead;Gray;Gray;Polyester;Through Hole;150;150;3;Vertical;0.00254;;;0.140589;0.01151;0.010998
FX8C-140S-SV(91);Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00395;0.0056
TOLC-135-02-S-Q;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;140;140;4;;0.00127;;;0.04699;0.00508;0.00813
120638-1;Male;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;144;144;12;Vertical;0.00254;;;0.0239;0.01345;0.0235
FX10B-140S/14-SV(91);Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FX10B-140P/14-SV(91);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
650907-5;Male;Brass;Tin Lead;;Gray;Polyester;Through Hole;150;150;3;Right Angle;0.00254;;;0.1397;0.0111;0.01262
532448-4;Male;Phosphor Bronze;Tin;Black;Brown;Plastic;Through Hole;140;140;4;Vertical;0.00254;;;0.10795;0.011735;0.014732
74337-0051;Female;Brass;Gold;Black;Black;Plastic;Solder;136;136;2;Right Angle;0.0008;;;0.0427;0.01277;0.02482
532436-4;Male;Phosphor Bronze;Tin;Black;Brown;Plastic;Through Hole;140;140;4;Vertical;0.00254;;;0.10795;0.011735;0.014732
532434-4;Female;Copper Alloy;Tin;Natural;Brown;Plastic;Through Hole;140;140;4;Right Angle;0.00254;;;0.10795;0.011024;0.02093
61083-143402LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0067;0.006
61083-144402LF;Male;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.006
61082-143402LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0117;0.0068
FX8-140S-SV;Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00225;0.0056
532433-6;Male;Phosphor Bronze;Tin;Black;Brown;Plastic;Through Hole;135;135;3;Vertical;0.00254;;;0.13335;0.011735;0.012192
FX8C-140P-SV6(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.01045;0.0051
535080-5;Female;Phosphor Bronze;Gold Flash;;Gray;Polyester;Through Hole;150;150;3;Vertical;0.00254;;;0.1397;0.0115;0.01049
MLE-175-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;150;150;2;;0.001;;;0.0752;0.00312;0.00307
10037324-101LF;Male;;Gold;;;;Through Hole;150;150;10;;0.003;;;0.0319;0.01985;0.038
FX10B-140S/14-SV(71);Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
532431-7;Female;Copper Alloy;Tin;Natural;Natural;Thermoplastic;Through Hole;150;150;3;Right Angle;0.00254;;;0.14605;0.008484;0.009144
822114-3;Female;Phosphor Bronze;Tin Lead;;;Thermoplastic;Through Hole;144;144;;;0.000635;;;0.0382;0.0094;0.0382
532903-4;Female;Copper Alloy;Tin;Natural;Brown;Plastic;Through Hole;140;140;4;Right Angle;0.00254;;;0.10795;0.011684;0.02093
5650404-5;Female;Copper Alloy;Tin;Gray;Gray;Polyester;Through Hole;150;150;3;Vertical;0.00254;;;0.1397;0.0115;0.0106
FX8-140S-SV(21);Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00225;0.0056
FX8C-140P-SV(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00445;0.0051
1-532825-4;Female;Copper Alloy;Tin;Natural;Brown;Plastic;Through Hole;150;150;2;Right Angle;0.00254;;;0.20955;0.006604;0.015342
FX10B-140P/14-SV(71);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
FX10B-140P/14-SV1(71);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
FX10B-140P/14-SV1(91);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
FX10A-140P/14-SV1(91);Male;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
5532434-4;Female;Copper Alloy;Tin;Natural;Brown;Plastic;Through Hole;140;140;4;Right Angle;0.00254;;;0.10795;0.01168;0.02093
536510-5;;Phosphor Bronze;Tin Lead;Natural;Natural;Plastic;Through Hole;144;144;4;Right Angle;0.002;;;0.07188;0.0113;0.02045
536507-7;;Phosphor Bronze;Tin Lead;Natural;Natural;Plastic;Through Hole;144;144;4;Right Angle;0.002;;;0.071882;0.002718;0.020447
5536507-7;Female;Phosphor Bronze;Tin;Natural;Natural;;Through Hole;144;144;4;Right Angle;0.002;;;0.07188;0.0088;0.02045
179029-6;Male;Brass;Tin Lead;;Natural;Plastic;Surface Mount;140;140;2;Vertical;0.0008;;;0.0618;0.0056;0.006
FX8C-140S-SV5(91);Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00895;0.0056
FX8-140P-SV1(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00345;0.0051
CLE-170-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.056;0.00312;0.00318
CLE-168-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;136;136;2;;0.0008;;;0.0544;0.00312;0.00318
CLE-175-01-G-DV;Female;Beryllium Copper;Gold;Black;Black;Plastic;Surface Mount;150;150;2;;0.0008;;;0.06;0.00312;0.00318
CLE-171-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;142;142;2;;0.0008;;;0.0568;0.00312;0.00318
FX8C-140P-SV1(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00545;0.0051
CLE-172-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;144;144;2;;0.0008;;;0.0576;0.00312;0.00318
CLE-169-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;138;138;2;;0.0008;;;0.0552;0.00312;0.00318
CLE-174-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;148;148;2;;0.0008;;;0.0592;0.00312;0.00318
CLE-173-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;146;146;2;;0.0008;;;0.0584;0.00312;0.00318
61083-142402LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0057;0.006
FX10A-140S/14-SV(91);Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FTE-168-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Solder;136;136;2;;0.0008;;;0.0544;0.00138;0.00305
FTE-172-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Solder;144;144;2;;0.0008;;;0.0576;0.00138;0.00305
FX8-140P-SV(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00245;0.0051
534974-8;;Phosphor Bronze;Tin;;;Thermoplastic;Through Hole;150;150;3;Right Angle;0.00254;;;0.133553;0.008585;0.010414
FTE-170-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Solder;140;140;2;;0.0008;;;0.056;0.00138;0.00305
FTE-175-01-G-DV;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Solder;150;150;2;;0.0008;;;0.06;0.00138;0.00305
FTMH-175-03-L-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;150;150;2;;0.00254;;;0.075;0.00149;0.00317
FTE-174-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Solder;148;148;2;;0.0008;;;0.0592;0.00138;0.00305
FX8C-140P-SV2(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00645;0.0051
FTMH-175-03-L-DH;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;150;150;2;;0.00254;;;0.075;0.00317;0.00149
FX8C-140P-SV4(91);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00845;0.0051
FTE-169-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;138;138;2;;0.0008;;;0.0552;0.00138;0.00305
FTE-173-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;146;146;2;;0.0008;;;0.0584;0.00138;0.00305
FTE-171-01-G-DV;Male;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;142;142;2;;0.0008;;;0.0568;0.00138;0.00305
61082-141409LF;Female;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
61083-141422LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0047;0.006
TX24-140R-LT-H1E;;Copper Alloy;Gold;;Black;Plastic;Through Hole;140;140;2;;0.00127;;;0.10404;0.009;0.0169
FX11LA-140S-SV;Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;140;2;;0.0005;;;0.043;0.00165;0.0062
FX11LA-140P-SV;Male;Copper;Gold;;Beige;Plastic;Surface Mount;140;140;2;;0.0005;;;0.0406;0.0019;0.00525
KX14-140K5DE;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00655;0.005
650405-5;;Phosphor Bronze;Tin Lead;;Gray;Plastic;Through Hole;150;150;3;Vertical;0.00254;;;0.1397;0.0115;0.01049
650875-5;;Phosphor Bronze;Tin Lead;Gray;Gray;Polyester;Through Hole;150;150;3;Right Angle;0.00254;;;0.139598;0.01049;0.01758
FX11LB-140P-SV;;Copper Alloy;Gold;;Beige;Plastic;Surface Mount;140;140;2;;0.0005;;;0.0406;0.0019;0.00525
TX25-140P-LT-H1E;;Copper Alloy;Gold;;Black;Plastic;Through Hole;140;140;2;;0.00127;;;0.10404;0.009;0.0158
61083-142422LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0057;0.006
61083-143422LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0067;0.006
61082-142422LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.0068
61082-141422LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
787678-1;Female;Phosphor Bronze;Tin Lead;Black;Black;Thermoplastic;Solder;136;1;4;Right Angle;0.00127;;;0.05439;0.02936;0.02449
FLE-168-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;136;136;2;;0.00127;;;0.08647;0.00436;0.00333
61082-142622LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.0068
FLE-169-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;138;138;2;;0.00127;;;0.08774;0.00436;0.00333
FLE-172-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;144;144;2;;0.00127;;;0.09155;0.00436;0.00333
FLE-174-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;148;148;2;;0.00127;;;0.09409;0.00436;0.00333
61082-143602LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0117;0.0068
61082-141602LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
FLE-170-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.00127;;;0.08901;0.00436;0.00333
FLE-173-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;146;146;2;;0.00127;;;0.09282;0.00436;0.00333
61082-141622LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
61082-141420LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0037;0.006
FLE-171-01-G-DV;Female;Phosphor Bronze;Gold;;Black;Plastic;Surface Mount;142;142;2;;0.00127;;;0.09028;0.00436;0.00333
510-93-145-15-081001;Female;Beryllium Copper;Tin;;;;PCB;145;145;;;0.00254;;;0.0381;0.00419;0.0381
KX15-140KLNL;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0725;0.00575;0.00795
650923-5;;Phosphor Bronze;Tin Lead;Gray;Gray;Polyester;Through Hole;150;150;3;Vertical;0.00254;;;0.140589;0.01151;0.010998
390113-1;Female;Copper Alloy;Gold Flash;;Natural;;Surface Mount;144;144;2;Right Angle;0.02032;;;0.0699;;0.0699
120637-1;Female;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;144;144;12;Right Angle;0.002;;;0.0239;0.01475;0.01965
KX15-140K2DE;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00375;0.005
5536510-5;Female;Phosphor Bronze;Gold;Natural;;;Through Hole;144;144;4;;0.002;;;0.07188;0.0088;0.02045
536511-5;Female;Phosphor Bronze;Gold;Natural;;;Through Hole;144;144;4;Right Angle;0.002;;;0.07188;0.0088;0.02045
146027-1;;Brass;Tin Lead;Black;Black;;Through Hole;136;68;;;;;;0.035;0.01397;0.06198
534008-9;Female;Copper Alloy;Tin Lead;Black;Black;Plastic;Through Hole;140;140;4;;0.00254;;;0.10795;0.011684;0.02093
146029-1;;Brass;Tin Lead;Black;Black;;Through Hole;136;68;;;;;;0.09078;;0.06734
5532436-4;Male;Phosphor Bronze;Tin;Brown;Brown;;Through Hole;140;140;4;;0.00254;;;0.10795;0.01173;0.01473
534026-4;;Copper Alloy;Gold;Black;Black;Plastic;Through Hole;150;150;3;;0.00254;;;0.14605;0.009144;0.01839
MLE-173-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;146;146;2;;0.001;;;0.0732;0.00312;0.00307
MLE-169-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;138;138;2;;0.001;;;0.0692;0.00312;0.00307
MLE-171-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;142;142;2;;0.001;;;0.0712;0.00312;0.00307
MLE-170-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.001;;;0.0702;0.00312;0.00307
MLE-174-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;148;148;2;;0.001;;;0.0742;0.00312;0.00307
MLE-172-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;144;144;2;;0.001;;;0.0722;0.00312;0.00307
MLE-168-01-G-DV;Female;Beryllium Copper;Gold;;Black;Plastic;Surface Mount;136;136;2;;0.001;;;0.0682;0.00312;0.00307
53408-1409;;Phosphor Bronze;Gold;;White;Plastic;Surface Mount;140;140;2;Vertical;0.001;;;0.0842;0.01635;0.0066
52584-1409;;Phosphor Bronze;Gold;;White;Plastic;Surface Mount;140;140;2;Vertical;0.001;;;0.0759;0.0057;0.006
53481-1409;Male;Copper Alloy;Gold;;White;Plastic;Surface Mount;140;140;2;Vertical;0.000635;;;0.05132;0.006;0.0052
FX8C-140P-SV4(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00845;0.0051
53397-1409;;Phosphor Bronze;Gold;;White;Plastic;Surface Mount;140;140;2;Vertical;0.001;;;0.0808;0.00835;0.00514
FX8C-140S-SV5(21);Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00895;0.0056
FX8-140P-SV(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00245;0.0051
FX1-144S-1.27DS;;Phosphor Bronze;Tin;;Black;Plastic;Through Hole;144;144;2;;0.00127;;;0.07329;0.0099;0.0227
FX10A-140P/14-SV1;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
53395-1409;;Phosphor Bronze;Gold;;White;Plastic;Surface Mount;140;140;2;Vertical;0.001;;;0.0808;0.00635;0.006
FX8C-140P-SV(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00445;0.0051
FX8-140P-SV1(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00345;0.0051
FX8-140P-SV;Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00245;0.0051
FX8C-140P-SV6(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.01045;0.0051
FX8C-140S-SV(21);Female;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00395;0.0056
FX10A-140S/14-SV;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FX8C-140P-SV2(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00645;0.0051
FX8-140P-SV(22);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00245;0.0051
KX14-140K2DE;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00355;0.005
FX8C-140P-SV1(21);Male;Phosphor Bronze;Gold;;"Brown; Light";Plastic;Surface Mount;140;140;2;;0.0006;;;0.0486;0.00545;0.0051
FX10A-140S/14-SV(21);;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FTE-172-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;144;144;2;;0.0008;;;0.0576;0.00305;0.00138
FTE-171-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;142;142;2;;0.0008;;;0.0568;0.00305;0.00138
FTE-170-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.056;0.00305;0.00138
FTE-169-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;138;138;2;;0.0008;;;0.0552;0.00305;0.00138
FTE-173-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;146;146;2;;0.0008;;;0.0584;0.00305;0.00138
FTE-168-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;136;136;2;;0.0008;;;0.0544;0.00305;0.00138
FTE-175-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;150;150;2;;0.0008;;;0.06;0.00305;0.00138
FTE-174-01-G-DH;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;148;148;2;;0.0008;;;0.0592;0.00305;0.00138
FX1-144S-1.27DSL;;Phosphor Bronze;Tin;;Black;Plastic;Through Hole;144;144;2;;0.00127;;;0.07329;0.0099;0.0227
FX11LB-140S-SV;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;140;2;;0.0005;;;0.031;0.00165;0.0062
FX10A-140P/14-SV1(21);;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
FX10A-140P/14-SV(21);;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
FX10B-140P/14-SV1;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
KX15-140K4DE;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00575;0.005
KX15-140K4E;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00575;0.005
61082-143422LF;;Beryllium Copper;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0117;0.0068
61083-144422LF;;Brass;Gold;;;Plastic;Surface Mount;140;140;2;;0.0008;;;0.0618;0.0077;0.006
FX10A-140P/14-SV;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
FX10B-140S/14-SV(21);;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FX10B-140S/14-SV;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0032;0.0073
FX10B-140P/14-SV1(21;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0045;0.0059
FX10B-140P/14-SV(21);;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
FX10B-140P/14-SV;;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;140;154;2;;0.0005;;;0.0491;0.0035;0.0059
KX15-140K3DE;;Copper Alloy;Gold;;Black;Plastic;Surface Mount;140;140;2;;0.0008;;;0.064;0.00475;0.005
144-PRS12001-16;;;Nickel;;;;PCB;144;144;;;;;;0.0481;0.03835;0.00864
510-91-145-15-081001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.0381;0.00419;0.0381
510-93-144-15-082001;;Beryllium Copper;Tin;;;;Through Hole;144;;;;;;;0.0381;0.00419;0.0381
510-93-144-13-041001;;Beryllium Copper;Gold;;;;Through Hole;144;;;;;;;0.03302;0.00419;0.03302
510-91-135-14-051001;;Beryllium Copper;Gold;;;;Through Hole;135;;;;;;;0.03556;0.00419;0.03556
510-93-135-14-051001;;Beryllium Copper;Gold;;;;Through Hole;135;;;;;;;0.03556;0.00419;0.03556
510-93-145-15-002001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.0381;0.00419;0.0381
510-91-141-15-081001;;Beryllium Copper;Gold;;;;Through Hole;141;;;;;;;0.0381;0.00419;0.0381
510-91-145-15-001001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.0381;0.00419;0.0381
510-93-144-15-001001;;Beryllium Copper;Gold;;;;Through Hole;144;;;;;;;0.0381;0.00419;0.0381
510-91-149-15-003001;;Beryllium Copper;Gold;;;;Through Hole;149;;;;;;;0.0381;0.00419;0.0381
510-91-145-13-041001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.03302;0.00419;0.03302
510-91-144-15-082001;;Beryllium Copper;Gold;;;;Through Hole;144;;;;;;;0.0381;0.00419;0.0381
510-91-144-15-081001;;Beryllium Copper;Gold;;;;Through Hole;144;;;;;;;0.0381;0.00419;0.0381
510-93-145-17-001001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.04318;0.00419;0.04318
510-93-145-15-061001;;Beryllium Copper;Gold;;;;Through Hole;145;;;;;;;0.0381;0.00419;0.0381
510-93-149-15-003001;;Beryllium Copper;Gold;;;;Through Hole;149;;;;;;;0.0381;0.00419;0.0381
510-91-142-15-085001;;Beryllium Copper;Gold;;;;Through Hole;142;;;;;;;0.0381;0.00419;0.0381
510-91-149-15-063001;;Beryllium Copper;Gold;;;;Through Hole;149;;;;;;;0.0381;0.00419;0.0381
510-91-144-15-001001;;Beryllium Copper;Gold;;;;Through Hole;144;;;;;;;0.0381;0.00419;0.0381
